Id,ActivityDate,TotalDistance,TrackerDistance
1644430081,4/22/2016,2.670000076,2.670000076
1644430081,4/23/2016,4.829999924,4.829999924
1644430081,4/24/2016,2.410000086,2.410000086
1644430081,4/25/2016,2.599999905,2.599999905
1644430081,4/26/2016,7.210000038,7.210000038
1644430081,4/27/2016,2.200000048,2.200000048
1644430081,4/28/2016,6.840000153,6.840000153
1644430081,4/29/2016,2.309999943,2.309999943
1644430081,4/30/2016,13.23999977,13.23999977
1644430081,5/1/2016,4.460000038,4.460000038
1644430081,5/2/2016,2.730000019,2.730000019
1644430081,5/3/2016,9.340000153,9.340000153
1644430081,5/4/2016,1.679999948,1.679999948
1644430081,5/5/2016,3.190000057,3.190000057
1644430081,5/6/2016,7.119999886,7.119999886
1644430081,5/7/2016,9.720000267,9.720000267
1644430081,5/8/2016,4.889999866,4.889999866
1644430081,5/9/2016,4.829999924,4.829999924
1644430081,5/10/2016,6.659999847,6.659999847
1644430081,5/11/2016,0.9700000286,0.9700000286
1844505072,4/12/2016,4.429999828,4.429999828
1844505072,4/13/2016,3.25999999,3.25999999
1844505072,4/14/2016,5.25,5.25
1844505072,4/15/2016,2.539999962,2.539999962
1844505072,4/16/2016,2.25999999,2.25999999
1844505072,4/17/2016,2.99000001,2.99000001
1844505072,4/18/2016,3.039999962,3.039999962
1844505072,4/19/2016,0.1299999952,0.1299999952
1844505072,4/20/2016,0.009999999776,0.009999999776
1844505072,4/21/2016,5.320000172,5.320000172
1844505072,4/22/2016,3.549999952,3.549999952
1844505072,4/23/2016,2.359999895,2.359999895
1844505072,4/24/2016,0,0
1844505072,4/25/2016,0,0
1844505072,4/26/2016,0,0
1844505072,4/27/2016,0,0
1844505072,4/28/2016,4.570000172,4.570000172
1844505072,4/29/2016,3.25,3.25
1844505072,4/30/2016,2.670000076,2.670000076
1844505072,5/1/2016,1.700000048,1.700000048
1844505072,5/2/2016,0,0
1844505072,5/3/2016,2.680000067,2.680000067
1844505072,5/4/2016,1.370000005,1.370000005
1844505072,5/5/2016,1.480000019,1.480000019
1844505072,5/6/2016,0.02999999933,0.02999999933
1844505072,5/7/2016,0,0
1844505072,5/8/2016,0,0
1844505072,5/9/2016,0,0
1844505072,5/10/2016,0,0
1844505072,5/11/2016,0,0
1844505072,5/12/2016,0,0
1927972279,4/12/2016,0.4699999988,0.4699999988
1927972279,4/13/2016,0.25,0.25
1927972279,4/14/2016,1.5,1.5
1927972279,4/15/2016,0.6800000072,0.6800000072
1927972279,4/16/2016,0,0
1927972279,4/17/2016,0,0
1927972279,4/18/2016,0.1700000018,0.1700000018
1927972279,4/19/2016,0,0
1927972279,4/20/2016,0,0
1927972279,4/21/2016,0,0
1927972279,4/22/2016,0.1000000015,0.1000000015
1927972279,4/23/2016,2.039999962,2.039999962
1927972279,4/24/2016,1.450000048,1.450000048
1927972279,4/25/2016,0.1099999994,0.1099999994
1927972279,4/26/2016,2.599999905,2.599999905
1927972279,4/27/2016,0,0
1927972279,4/28/2016,1.159999967,1.159999967
1927972279,4/29/2016,0,0
1927972279,4/30/2016,0,0
1927972279,5/1/2016,1.870000005,1.870000005
1927972279,5/2/2016,2.619999886,2.619999886
1927972279,5/3/2016,0.9200000167,0.9200000167
1927972279,5/4/2016,1.24000001,1.24000001
1927972279,5/5/2016,0,0
1927972279,5/6/2016,1.450000048,1.450000048
1927972279,5/7/2016,1.039999962,1.039999962
1927972279,5/8/2016,0,0
1927972279,5/9/2016,0,0
1927972279,5/10/2016,0,0
1927972279,5/11/2016,0,0
1927972279,5/12/2016,0,0
2022484408,4/12/2016,8.340000153,8.340000153
2022484408,4/13/2016,8.5,8.5
2022484408,4/14/2016,7.5,7.5
2022484408,4/15/2016,8.029999733,8.029999733
2022484408,4/16/2016,7.090000153,7.090000153
2022484408,4/17/2016,11.39999962,11.39999962
2022484408,4/18/2016,10.06999969,10.06999969
2022484408,4/19/2016,8.529999733,8.529999733
2022484408,4/20/2016,10.67000008,10.67000008
2022484408,4/21/2016,8.739999771,8.739999771
2022484408,4/22/2016,9.329999924,9.329999924
2022484408,4/23/2016,4.210000038,4.210000038
2022484408,4/24/2016,10.27999973,10.27999973
2022484408,4/25/2016,8.010000229,8.010000229
2022484408,4/26/2016,7.190000057,7.190000057
2022484408,4/27/2016,7.130000114,7.130000114
2022484408,4/28/2016,7.119999886,7.119999886
2022484408,4/29/2016,7.190000057,7.190000057
2022484408,4/30/2016,12.90999985,12.90999985
2022484408,5/1/2016,7.400000095,7.400000095
2022484408,5/2/2016,7.289999962,7.289999962
2022484408,5/3/2016,8.739999771,8.739999771
2022484408,5/4/2016,8.289999962,8.289999962
2022484408,5/5/2016,8.350000381,8.350000381
2022484408,5/6/2016,7.179999828,7.179999828
2022484408,5/7/2016,4.710000038,4.710000038
2022484408,5/8/2016,2.309999943,2.309999943
2022484408,5/9/2016,9.390000343,9.390000343
2022484408,5/10/2016,8.979999542,8.979999542
2022484408,5/11/2016,9.319999695,9.319999695
2022484408,5/12/2016,6.409999847,6.409999847
2026352035,4/12/2016,2.74000001,2.74000001
2026352035,4/13/2016,3.099999905,3.099999905
2026352035,4/14/2016,2.069999933,2.069999933
2026352035,4/15/2016,2.369999886,2.369999886
2026352035,4/16/2016,1.580000043,1.580000043
2026352035,4/17/2016,0.5199999809,0.5199999809
2026352035,4/18/2016,2.059999943,2.059999943
2026352035,4/19/2016,1.5,1.5
2026352035,4/20/2016,4.480000019,4.480000019
2026352035,4/21/2016,1.529999971,1.529999971
2026352035,4/22/2016,1.809999943,1.809999943
2026352035,4/23/2016,7.710000038,7.710000038
2026352035,4/24/2016,2.160000086,2.160000086
2026352035,4/25/2016,3.730000019,3.730000019
2026352035,4/26/2016,3.680000067,3.680000067
2026352035,4/27/2016,3.769999981,3.769999981
2026352035,4/28/2016,3.950000048,3.950000048
2026352035,4/29/2016,4.710000038,4.710000038
2026352035,4/30/2016,2.930000067,2.930000067
2026352035,5/1/2016,2.279999971,2.279999971
2026352035,5/2/2016,4.349999905,4.349999905
2026352035,5/3/2016,3.720000029,3.720000029
2026352035,5/4/2016,4.070000172,4.070000172
2026352035,5/5/2016,7.539999962,7.539999962
2026352035,5/6/2016,5.079999924,5.079999924
2026352035,5/7/2016,2.599999905,2.599999905
2026352035,5/8/2016,3.450000048,3.450000048
2026352035,5/9/2016,6.619999886,6.619999886
2026352035,5/10/2016,0.1599999964,0.1599999964
2026352035,5/11/2016,5.320000172,5.320000172
2026352035,5/12/2016,5.510000229,5.510000229
2320127002,4/12/2016,7.489999771,7.489999771
2320127002,4/13/2016,4.900000095,4.900000095
2320127002,4/14/2016,2.680000067,2.680000067
2320127002,4/15/2016,3.50999999,3.50999999
2320127002,4/16/2016,3.410000086,3.410000086
2320127002,4/17/2016,4.179999828,4.179999828
2320127002,4/18/2016,4.420000076,4.420000076
2320127002,4/19/2016,4.039999962,4.039999962
2320127002,4/20/2016,4.849999905,4.849999905
2320127002,4/21/2016,2.289999962,2.289999962
2320127002,4/22/2016,3.75999999,3.75999999
2320127002,4/23/2016,3.420000076,3.420000076
2320127002,4/24/2016,2.809999943,2.809999943
2320127002,4/25/2016,2.420000076,2.420000076
2320127002,4/26/2016,2.299999952,2.299999952
2320127002,4/27/2016,1.159999967,1.159999967
2320127002,4/28/2016,1.029999971,1.029999971
2320127002,4/29/2016,0.6200000048,0.6200000048
2320127002,4/30/2016,3.079999924,3.079999924
2320127002,5/1/2016,0.5199999809,0.5199999809
2320127002,5/2/2016,2.450000048,2.450000048
2320127002,5/3/2016,5.019999981,5.019999981
2320127002,5/4/2016,0.8100000024,0.8100000024
2320127002,5/5/2016,3.50999999,3.50999999
2320127002,5/6/2016,3.289999962,3.289999962
2320127002,5/7/2016,4.96999979,4.96999979
2320127002,5/8/2016,3.480000019,3.480000019
2320127002,5/9/2016,2.079999924,2.079999924
2320127002,5/10/2016,4.199999809,4.199999809
2320127002,5/11/2016,4.329999924,4.329999924
2320127002,5/12/2016,1.789999962,1.789999962
2347167796,4/12/2016,6.829999924,6.829999924
2347167796,4/13/2016,7.010000229,7.010000229
2347167796,4/14/2016,6.699999809,6.699999809
2347167796,4/15/2016,6.920000076,6.920000076
2347167796,4/16/2016,15.07999992,15.07999992
2347167796,4/17/2016,3.619999886,3.619999886
2347167796,4/18/2016,5.449999809,5.449999809
2347167796,4/19/2016,4.440000057,4.440000057
2347167796,4/20/2016,7.269999981,7.269999981
2347167796,4/21/2016,6.75,6.75
2347167796,4/22/2016,5.159999847,5.159999847
2347167796,4/23/2016,11.36999989,11.36999989
2347167796,4/24/2016,6.260000229,6.260000229
2347167796,4/25/2016,6.380000114,6.380000114
2347167796,4/26/2016,3.950000048,3.950000048
2347167796,4/27/2016,7.579999924,7.579999924
2347167796,4/28/2016,3.599999905,3.599999905
2347167796,4/29/2016,0.02999999933,0.02999999933
2873212765,4/12/2016,5.909999847,5.909999847
2873212765,4/13/2016,5.119999886,5.119999886
2873212765,4/14/2016,5.320000172,5.320000172
2873212765,4/15/2016,5.699999809,5.699999809
2873212765,4/16/2016,6.650000095,6.650000095
2873212765,4/17/2016,1.700000048,1.700000048
2873212765,4/18/2016,5.239999771,5.239999771
2873212765,4/19/2016,5.369999886,5.369999886
2873212765,4/20/2016,6.300000191,6.300000191
2873212765,4/21/2016,5.980000019,5.980000019
2873212765,4/22/2016,4.900000095,4.900000095
2873212765,4/23/2016,6.349999905,6.349999905
2873212765,4/24/2016,4.679999828,4.679999828
2873212765,4/25/2016,4.949999809,4.949999809
2873212765,4/26/2016,5.539999962,5.539999962
2873212765,4/27/2016,2.359999895,2.359999895
2873212765,4/28/2016,5.409999847,5.409999847
2873212765,4/29/2016,4.949999809,4.949999809
2873212765,4/30/2016,5.679999828,5.679999828
2873212765,5/1/2016,4.96999979,4.96999979
2873212765,5/2/2016,5.059999943,5.059999943
2873212765,5/3/2016,4.980000019,4.980000019
2873212765,5/4/2016,5.559999943,5.559999943
2873212765,5/5/2016,5.610000134,5.610000134
2873212765,5/6/2016,4.75,4.75
2873212765,5/7/2016,3.380000114,3.380000114
2873212765,5/8/2016,5.539999962,5.539999962
2873212765,5/9/2016,5.190000057,5.190000057
2873212765,5/10/2016,5.559999943,5.559999943
2873212765,5/11/2016,4.329999924,4.329999924
2873212765,5/12/2016,5.110000134,5.110000134
3372868164,4/12/2016,3.24000001,3.24000001
3372868164,4/13/2016,6.630000114,6.630000114
3372868164,4/14/2016,6.03000021,6.03000021
3372868164,4/15/2016,5.079999924,5.079999924
3372868164,4/16/2016,4.730000019,4.730000019
3372868164,4/17/2016,5.880000114,5.880000114
3372868164,4/18/2016,4.639999866,4.639999866
3372868164,4/19/2016,5.260000229,5.260000229
3372868164,4/20/2016,3.329999924,3.329999924
3372868164,4/21/2016,6.070000172,6.070000172
3372868164,4/22/2016,2.619999886,2.619999886
3372868164,4/23/2016,5.070000172,5.070000172
3372868164,4/24/2016,4.590000153,4.590000153
3372868164,4/25/2016,4.090000153,4.090000153
3372868164,4/26/2016,5.789999962,5.789999962
3372868164,4/27/2016,5.420000076,5.420000076
3372868164,4/28/2016,3.75999999,3.75999999
3372868164,4/29/2016,6.230000019,6.230000019
3372868164,4/30/2016,3.579999924,3.579999924
3372868164,5/1/2016,2.099999905,2.099999905
3977333714,4/12/2016,5.980000019,5.980000019
3977333714,4/13/2016,6.710000038,6.710000038
3977333714,4/14/2016,5.110000134,5.110000134
3977333714,4/15/2016,6.059999943,6.059999943
3977333714,4/16/2016,9,9
3977333714,4/17/2016,6.96999979,6.96999979
3977333714,4/18/2016,7.800000191,7.800000191
3977333714,4/19/2016,8.779999733,8.779999733
3977333714,4/20/2016,7.829999924,7.829999924
3977333714,4/21/2016,4.079999924,4.079999924
3977333714,4/22/2016,5.960000038,5.960000038
3977333714,4/23/2016,8.069999695,8.069999695
3977333714,4/24/2016,10,10
3977333714,4/25/2016,8.479999542,8.479999542
3977333714,4/26/2016,7.619999886,7.619999886
3977333714,4/27/2016,5.039999962,5.039999962
3977333714,4/28/2016,4.880000114,4.880000114
3977333714,4/29/2016,7.75,7.75
3977333714,4/30/2016,9.199999809,9.199999809
3977333714,5/1/2016,7.070000172,7.070000172
3977333714,5/2/2016,11.05000019,11.05000019
3977333714,5/3/2016,9.590000153,9.590000153
3977333714,5/4/2016,9.43999958,9.43999958
3977333714,5/5/2016,8.579999924,8.579999924
3977333714,5/6/2016,8.279999733,8.279999733
3977333714,5/7/2016,7.730000019,7.730000019
3977333714,5/8/2016,9.090000153,9.090000153
3977333714,5/9/2016,10.07999992,10.07999992
3977333714,5/10/2016,8.779999733,8.779999733
3977333714,5/11/2016,0.5,0.5
4020332650,4/12/2016,6.119999886,6.119999886
4020332650,4/13/2016,0,0
4020332650,4/14/2016,0.07999999821,0.07999999821
4020332650,4/15/2016,1.350000024,1.350000024
4020332650,4/16/2016,1.419999957,1.419999957
4020332650,4/17/2016,0.009999999776,0.009999999776
4020332650,4/18/2016,0.03999999911,0.03999999911
4020332650,4/19/2016,0,0
4020332650,4/20/2016,0,0
4020332650,4/21/2016,0,0
4020332650,4/22/2016,0,0
4020332650,4/23/2016,0,0
4020332650,4/24/2016,0,0
4020332650,4/25/2016,0,0
4020332650,4/26/2016,0,0
4020332650,4/27/2016,0,0
4020332650,4/28/2016,0,0
4020332650,4/29/2016,0,0
4020332650,4/30/2016,0,0
4020332650,5/1/2016,0,0
4020332650,5/2/2016,0.3400000036,0.3400000036
4020332650,5/3/2016,3.220000029,3.220000029
4020332650,5/4/2016,7.349999905,7.349999905
4020332650,5/5/2016,8.430000305,8.430000305
4020332650,5/6/2016,3.130000114,3.130000114
4020332650,5/7/2016,4.400000095,4.400000095
4020332650,5/8/2016,4.199999809,4.199999809
4020332650,5/9/2016,3.269999981,3.269999981
4020332650,5/10/2016,3.980000019,3.980000019
4020332650,5/11/2016,2.650000095,2.650000095
4020332650,5/12/2016,0.4199999869,0.4199999869
4057192912,4/12/2016,4.03000021,4.03000021
4057192912,4/13/2016,4.46999979,4.46999979
4057192912,4/14/2016,0,0
4057192912,4/15/2016,2.950000048,2.950000048
4319703577,4/12/2016,5.199999809,5.199999809
4319703577,4/13/2016,5.5,5.5
4319703577,4/14/2016,6.880000114,6.880000114
4319703577,4/15/2016,3.799999952,3.799999952
4319703577,4/16/2016,3.180000067,3.180000067
4319703577,4/17/2016,0.01999999955,0.01999999955
4319703577,4/18/2016,1.549999952,1.549999952
4319703577,4/19/2016,5.989999771,5.989999771
4319703577,4/20/2016,6.010000229,6.010000229
4319703577,4/21/2016,2.480000019,2.480000019
4319703577,4/22/2016,3.019999981,3.019999981
4319703577,4/23/2016,3.309999943,3.309999943
4319703577,4/24/2016,2.74000001,2.74000001
4319703577,4/25/2016,6.210000038,6.210000038
4319703577,4/26/2016,6.639999866,6.639999866
4319703577,4/27/2016,7.230000019,7.230000019
4319703577,4/28/2016,7.28000021,7.28000021
4319703577,4/29/2016,5.360000134,5.360000134
4319703577,4/30/2016,5.519999981,5.519999981
4319703577,5/1/2016,0.8399999738,0.8399999738
4319703577,5/2/2016,6.239999771,6.239999771
4319703577,5/3/2016,6.46999979,6.46999979
4319703577,5/4/2016,7.019999981,7.019999981
4319703577,5/5/2016,9.489999771,9.489999771
4319703577,5/6/2016,6.420000076,6.420000076
4319703577,5/7/2016,5.329999924,5.329999924
4319703577,5/8/2016,2.460000038,2.460000038
4319703577,5/9/2016,6.960000038,6.960000038
4319703577,5/10/2016,6.369999886,6.369999886
4319703577,5/11/2016,6.130000114,6.130000114
4319703577,5/12/2016,0.009999999776,0.009999999776
4388161847,4/12/2016,7.78000021,7.78000021
4388161847,4/13/2016,8.449999809,8.449999809
4388161847,4/14/2016,6.820000172,6.820000172
4388161847,4/15/2016,6.730000019,6.730000019
4388161847,4/16/2016,5.059999943,5.059999943
4388161847,4/17/2016,3.579999924,3.579999924
4388161847,4/18/2016,9.100000381,9.100000381
4388161847,4/19/2016,7.829999924,7.829999924
4388161847,4/20/2016,8.119999886,8.119999886
4388161847,4/21/2016,7.730000019,7.730000019
4388161847,4/22/2016,9.340000153,9.340000153
4388161847,4/23/2016,10.18000031,10.18000031
4388161847,4/24/2016,7.880000114,7.880000114
4388161847,4/25/2016,9.970000267,9.970000267
4388161847,4/26/2016,7.28000021,7.28000021
4388161847,4/27/2016,8.609999657,8.609999657
4388161847,4/28/2016,7.75,7.75
4388161847,4/29/2016,7.099999905,7.099999905
4388161847,4/30/2016,9.640000343,9.640000343
4388161847,5/1/2016,7.889999866,7.889999866
4388161847,5/2/2016,8.399999619,8.399999619
4388161847,5/3/2016,9.789999962,9.789999962
4388161847,5/4/2016,9.520000458,9.520000458
4388161847,5/5/2016,7.380000114,7.380000114
4388161847,5/6/2016,10.13000011,10.13000011
4388161847,5/7/2016,17.54000092,17.54000092
4388161847,5/8/2016,14.38000011,14.38000011
4388161847,5/9/2016,7.860000134,7.860000134
4388161847,5/10/2016,7.920000076,7.920000076
4388161847,5/11/2016,7.840000153,7.840000153
4388161847,5/12/2016,2.589999914,2.589999914
4445114986,4/12/2016,2.200000048,2.200000048
4445114986,4/13/2016,1.99000001,1.99000001
4445114986,4/14/2016,2.670000076,2.670000076
4445114986,4/15/2016,4.829999924,4.829999924
4445114986,4/16/2016,2.650000095,2.650000095
4445114986,4/17/2016,1.519999981,1.519999981
4445114986,4/18/2016,4.239999771,4.239999771
4445114986,4/19/2016,1.389999986,1.389999986
4445114986,4/20/2016,1.389999986,1.389999986
4445114986,4/21/2016,2.559999943,2.559999943
4445114986,4/22/2016,4.579999924,4.579999924
4445114986,4/23/2016,2.930000067,2.930000067
4445114986,4/24/2016,3.359999895,3.359999895
4445114986,4/25/2016,2.269999981,2.269999981
4445114986,4/26/2016,4.409999847,4.409999847
4445114986,4/27/2016,5.03000021,5.03000021
4445114986,4/28/2016,3.00999999,3.00999999
4445114986,4/29/2016,3.140000105,3.140000105
4445114986,4/30/2016,4.179999828,4.179999828
4445114986,5/1/2016,3.50999999,3.50999999
4445114986,5/2/2016,4.75,4.75
4445114986,5/3/2016,5.179999828,5.179999828
4445114986,5/4/2016,1.960000038,1.960000038
4445114986,5/5/2016,2.549999952,2.549999952
4445114986,5/6/2016,3.029999971,3.029999971
4445114986,5/7/2016,3.589999914,3.589999914
4445114986,5/8/2016,4.900000095,4.900000095
4445114986,5/9/2016,3.539999962,3.539999962
4445114986,5/10/2016,2.630000114,2.630000114
4445114986,5/11/2016,6.110000134,6.110000134
4445114986,5/12/2016,0.5199999809,0.5199999809
4558609924,4/12/2016,3.390000105,3.390000105
4558609924,4/13/2016,3.289999962,3.289999962
4558609924,4/14/2016,4.489999771,4.489999771
4558609924,4/15/2016,5.150000095,5.150000095
4558609924,4/16/2016,4.820000172,4.820000172
4558609924,4/17/2016,6.400000095,6.400000095
4558609924,4/18/2016,5.909999847,5.909999847
4558609924,4/19/2016,3.569999933,3.569999933
4558609924,4/20/2016,3.170000076,3.170000076
4558609924,4/21/2016,9.079999924,9.079999924
4558609924,4/22/2016,6.349999905,6.349999905
4558609924,4/23/2016,4.550000191,4.550000191
4558609924,4/24/2016,5.659999847,5.659999847
4558609924,4/25/2016,5.349999905,5.349999905
4558609924,4/26/2016,6.050000191,6.050000191
4558609924,4/27/2016,6.320000172,6.320000172
4558609924,4/28/2016,6.25,6.25
4558609924,4/29/2016,5.179999828,5.179999828
4558609924,4/30/2016,6.820000172,6.820000172
4558609924,5/1/2016,2.269999981,2.269999981
4558609924,5/2/2016,5.21999979,5.21999979
4558609924,5/3/2016,3.480000019,3.480000019
4558609924,5/4/2016,3.460000038,3.460000038
4558609924,5/5/2016,7.010000229,7.010000229
4558609924,5/6/2016,2.480000019,2.480000019
4558609924,5/7/2016,5.440000057,5.440000057
4558609924,5/8/2016,4.329999924,4.329999924
4558609924,5/9/2016,7.570000172,7.570000172
4558609924,5/10/2016,4.25,4.25
4558609924,5/11/2016,6.019999981,6.019999981
4558609924,5/12/2016,4.170000076,4.170000076
4702921684,4/12/2016,5.880000114,5.880000114
4702921684,4/13/2016,5.579999924,5.579999924
4702921684,4/14/2016,6.369999886,6.369999886
4702921684,4/15/2016,5.28000021,5.28000021
4702921684,4/16/2016,9.029999733,9.029999733
4702921684,4/17/2016,10.28999996,10.28999996
4702921684,4/18/2016,7.380000114,7.380000114
4702921684,4/19/2016,5.440000057,5.440000057
4702921684,4/20/2016,7.130000114,7.130000114
4702921684,4/21/2016,5.300000191,5.300000191
4702921684,4/22/2016,1.350000024,1.350000024
4702921684,4/23/2016,12.27000046,12.27000046
4702921684,4/24/2016,12.22000027,12.22000027
4702921684,4/25/2016,7.429999828,7.429999828
4702921684,4/26/2016,4.949999809,4.949999809
4702921684,4/27/2016,5.71999979,5.71999979
4702921684,4/28/2016,7.320000172,7.320000172
4702921684,4/29/2016,8.050000191,8.050000191
4702921684,4/30/2016,8.229999542,8.229999542
4702921684,5/1/2016,0,0
4702921684,5/2/2016,5.920000076,5.920000076
4702921684,5/3/2016,7.670000076,7.670000076
4702921684,5/4/2016,6.619999886,6.619999886
4702921684,5/5/2016,6.989999771,6.989999771
4702921684,5/6/2016,5.630000114,5.630000114
4702921684,5/7/2016,11.64999962,11.64999962
4702921684,5/8/2016,10.43000031,10.43000031
4702921684,5/9/2016,6.679999828,6.679999828
4702921684,5/10/2016,8.609999657,8.609999657
4702921684,5/11/2016,7.960000038,7.960000038
4702921684,5/12/2016,2.230000019,2.230000019
5553957443,4/12/2016,7.570000172,7.570000172
5553957443,4/13/2016,3.160000086,3.160000086
5553957443,4/14/2016,11.11999989,11.11999989
5553957443,4/15/2016,10.85999966,10.85999966
5553957443,4/16/2016,3.769999981,3.769999981
5553957443,4/17/2016,0.4300000072,0.4300000072
5553957443,4/18/2016,2.430000067,2.430000067
5553957443,4/19/2016,10.10999966,10.10999966
5553957443,4/20/2016,1.769999981,1.769999981
5553957443,4/21/2016,8.06000042,8.06000042
5553957443,4/22/2016,7.630000114,7.630000114
5553957443,4/23/2016,2.690000057,2.690000057
5553957443,4/24/2016,1.179999948,1.179999948
5553957443,4/25/2016,7.190000057,7.190000057
5553957443,4/26/2016,7.760000229,7.760000229
5553957443,4/27/2016,6.880000114,6.880000114
5553957443,4/28/2016,7.630000114,7.630000114
5553957443,4/29/2016,8.329999924,8.329999924
5553957443,4/30/2016,0.7799999714,0.7799999714
5553957443,5/1/2016,3.369999886,3.369999886
5553957443,5/2/2016,6.380000114,6.380000114
5553957443,5/3/2016,8.390000343,8.390000343
5553957443,5/4/2016,2.769999981,2.769999981
5553957443,5/5/2016,9.510000229,9.510000229
5553957443,5/6/2016,6.289999962,6.289999962
5553957443,5/7/2016,1.220000029,1.220000029
5553957443,5/8/2016,4,4
5553957443,5/9/2016,7.579999924,7.579999924
5553957443,5/10/2016,10.71000004,10.71000004
5553957443,5/11/2016,3.220000029,3.220000029
5553957443,5/12/2016,2.039999962,2.039999962
5577150313,4/12/2016,6.079999924,6.079999924
5577150313,4/13/2016,3.789999962,3.789999962
5577150313,4/14/2016,6.420000076,6.420000076
5577150313,4/15/2016,9.079999924,9.079999924
5577150313,4/16/2016,10.65999985,10.65999985
5577150313,4/17/2016,9.140000343,9.140000343
5577150313,4/18/2016,7.389999866,7.389999866
5577150313,4/19/2016,9.420000076,9.420000076
5577150313,4/20/2016,6.21999979,6.21999979
5577150313,4/21/2016,8.090000153,8.090000153
5577150313,4/22/2016,6.849999905,6.849999905
5577150313,4/23/2016,5.710000038,5.710000038
5577150313,4/24/2016,11.77999973,11.77999973
5577150313,4/25/2016,4.78000021,4.78000021
5577150313,4/26/2016,3.980000019,3.980000019
5577150313,4/27/2016,5.139999866,5.139999866
5577150313,4/28/2016,7.429999828,7.429999828
5577150313,4/29/2016,5.920000076,5.920000076
5577150313,4/30/2016,9.239999771,9.239999771
5577150313,5/1/2016,9.989999771,9.989999771
5577150313,5/2/2016,5.559999943,5.559999943
5577150313,5/3/2016,8.25,8.25
5577150313,5/4/2016,3.890000105,3.890000105
5577150313,5/5/2016,5.639999866,5.639999866
5577150313,5/6/2016,3.700000048,3.700000048
5577150313,5/7/2016,0,0
5577150313,5/8/2016,0,0
5577150313,5/9/2016,2.559999943,2.559999943
5577150313,5/10/2016,6.650000095,6.650000095
5577150313,5/11/2016,3.039999962,3.039999962
6117666160,4/12/2016,0,0
