Id,ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance,SumHours
3977333714,5/5/2016,680,178,88,14,0,2.710000038,4.110000134,1.75999999,16
3977333714,4/29/2016,744,150,32,36,0,2.710000038,1.299999952,3.74000001,16
3977333714,4/22/2016,731,188,12,33,0,3.059999943,0.5799999833,2.329999924,16
3977333714,4/12/2016,777,131,19,44,0,2.00999999,0.9100000262,3.059999943,16
3977333714,4/25/2016,781,133,9,50,0,2.410000086,0.4300000072,5.619999886,16
3977333714,4/30/2016,687,194,52,43,0,3.410000086,2.099999905,3.690000057,16
3977333714,5/8/2016,688,171,116,9,0,3.170000076,5.239999771,0.6800000072,16
3977333714,4/13/2016,754,153,46,31,0,2.549999952,2.130000114,2.029999971,16
3977333714,5/10/2016,676,196,115,1,0,3.309999943,5.400000095,0.0700000003,16
3977333714,5/7/2016,703,208,86,0,0,3.589999914,4.130000114,0,16
3977333714,4/28/2016,804,190,8,15,0,3.220000029,0.2899999917,1.370000005,16
3977333714,4/27/2016,714,176,10,0,0,4.619999886,0.4199999869,0,15
3977333714,4/24/2016,660,129,95,30,0,2.170000076,4.559999943,3.269999981,15
3977333714,4/18/2016,605,214,95,4,0,3.819999933,3.730000019,0.25,15
3977333714,5/6/2016,676,168,55,29,0,2.670000076,2.50999999,3.109999895,15
3977333714,4/16/2016,663,153,83,31,0,2.970000029,4,2.029999971,15
3977333714,5/3/2016,594,258,41,47,0,4.53000021,1.74000001,3.319999933,15
3977333714,4/21/2016,712,242,0,0,0,4.059999943,0,0,15
3977333714,4/17/2016,600,205,58,11,0,3.920000076,2.349999905,0.6999999881,14
3977333714,4/15/2016,644,183,42,15,0,3.25999999,1.75,1.049999952,14
3977333714,5/1/2016,691,124,40,41,0,2.410000086,1.980000019,2.670000076,14
4020332650,5/5/2016,916,196,42,38,0.0700000003,4.039999962,1.679999948,2.619999886,19
4020332650,5/3/2016,950,174,0,0,0.05000000075,3.150000095,0,0,18
4020332650,5/6/2016,855,177,0,0,0.009999999776,3.099999905,0,0,17
4020332650,5/8/2016,775,263,0,0,0,4.150000095,0,0,17
4020332650,4/12/2016,712,331,15,4,0,5.679999828,0.2399999946,0.150000006,17
4020332650,5/10/2016,774,206,0,0,0.03999999911,3.869999886,0,0,16
4020332650,5/4/2016,531,346,46,13,0,5.579999924,1.039999962,0.6700000167,15
4020332650,5/12/2016,721,21,0,0,0,0.4099999964,0,0,12
4057192912,4/15/2016,873,88,6,3,0,2.440000057,0.2599999905,0.2099999934,16
4319703577,5/6/2016,692,314,11,6,0,5.460000038,0.4699999988,0.4099999964,17
4319703577,4/27/2016,680,300,47,6,0,4.909999847,1.919999957,0.4099999964,17
4319703577,4/26/2016,649,288,21,8,0,5.150000095,0.9200000167,0.5699999928,16
4319703577,4/15/2016,752,228,0,0,0,3.799999952,0,0,16
4319703577,5/3/2016,669,287,26,8,0,4.829999924,1.070000052,0.5799999833,16
4319703577,4/20/2016,671,306,18,0,0,5.309999943,0.6800000072,0,16
4319703577,5/1/2016,836,67,0,0,0,0.8399999738,0,0,15
4319703577,4/22/2016,709,176,19,1,0,2.150000095,0.8100000024,0.05999999866,15
4319703577,5/11/2016,574,311,18,3,0,5.179999828,0.7400000095,0.200000003,15
4319703577,4/19/2016,604,311,0,0,0,5.989999771,0,0,15
4319703577,4/16/2016,724,194,0,0,0,3.180000067,0,0,15
4319703577,4/28/2016,552,359,8,13,0,5.940000057,0.3300000131,1.00999999,15
4319703577,4/30/2016,695,196,38,6,0,3.50999999,1.610000014,0.400000006,15
4319703577,4/29/2016,624,289,18,6,0,4.119999886,0.7900000215,0.4499999881,15
4319703577,4/14/2016,589,339,9,1,0,6.440000057,0.3300000131,0.1099999994,15
4319703577,5/2/2016,585,344,11,0,0,5.710000038,0.4399999976,0,15
4319703577,4/25/2016,544,390,8,0,0,5.929999828,0.2800000012,0,15
4319703577,5/9/2016,490,374,14,2,0,6.25,0.5600000024,0.1400000006,14
4319703577,4/24/2016,692,191,5,1,0,2.470000029,0.200000003,0.05999999866,14
4319703577,4/18/2016,824,58,9,1,0,1.120000005,0.3300000131,0.0700000003,14
4319703577,5/7/2016,586,279,28,3,0,4.079999924,1.049999952,0.1899999976,14
4319703577,5/10/2016,555,329,12,3,0,5.699999809,0.4600000083,0.2099999934,14
4319703577,5/8/2016,603,153,0,0,0,2.460000038,0,0,12
4319703577,4/23/2016,546,233,0,0,0,3.309999943,0,0,12
4388161847,4/14/2016,945,219,35,10,0,5.619999886,1.070000052,0.1299999952,20
4388161847,5/11/2016,858,256,18,8,0,6.53000021,0.7900000215,0.5299999714,19
4388161847,4/28/2016,878,234,9,19,0,6.03000021,0.4300000072,1.289999962,19
4388161847,4/21/2016,853,272,12,7,0,6.980000019,0.3899999857,0.3700000048,19
4388161847,5/5/2016,896,199,39,12,0,5.090000153,1.669999957,0.6299999952,19
4388161847,5/2/2016,935,204,4,33,0,4.550000191,0.07999999821,3.769999981,19
4388161847,4/15/2016,837,299,0,0,0,6.730000019,0,0,18
4388161847,4/23/2016,749,215,5,58,0,5.349999905,0.3199999928,4.5,17
4388161847,4/27/2016,684,241,48,11,0,5.389999866,2.50999999,0.6999999881,16
4388161847,4/20/2016,696,228,42,19,0,5.289999962,1.720000029,1.100000024,16
4388161847,4/19/2016,704,249,16,20,0,5.769999981,0.6899999976,1.370000005,16
4388161847,4/17/2016,721,201,0,0,0,3.579999924,0,0,15
4388161847,5/12/2016,825,108,0,0,0,2.589999914,0,0,15
4388161847,4/26/2016,673,224,23,14,0,5.269999981,1.059999943,0.9399999976,15
4388161847,5/4/2016,632,251,21,35,0,5.800000191,0.9300000072,2.789999962,15
4388161847,5/10/2016,648,267,14,13,0,6.460000038,0.6499999762,0.8100000024,15
4388161847,5/7/2016,508,260,56,120,0,5.329999924,2.769999981,9.449999809,15
4388161847,4/24/2016,584,239,8,14,0,6.300000191,0.5099999905,1.080000043,14
4388161847,5/1/2016,579,241,15,12,0,6.199999809,0.6800000072,1.00999999,14
4388161847,4/16/2016,609,253,9,6,0,4.449999809,0.400000006,0.2099999934,14
4388161847,4/30/2016,537,300,43,14,0,6.940000057,2,0.6999999881,14
4388161847,5/8/2016,576,178,38,107,0,3.230000019,1.25999999,9.890000343,14
4445114986,4/30/2016,797,290,0,0,0,4.179999828,0,0,18
4445114986,4/25/2016,916,179,0,0,0,2.269999981,0,0,18
4445114986,4/22/2016,706,317,0,0,0,4.579999924,0,0,17
4445114986,4/13/2016,840,194,0,0,0,1.99000001,0,0,17
4445114986,5/6/2016,809,229,0,0,0,3.029999971,0,0,17
4445114986,5/8/2016,733,308,8,0,0,4.650000095,0.25,0,17
4445114986,4/26/2016,839,180,1,29,0,1.960000038,0.03999999911,2.410000086,17
4445114986,4/15/2016,711,350,0,0,0,4.829999924,0,0,17
4445114986,4/27/2016,839,194,1,32,0,2.380000114,0.02999999933,2.619999886,17
4445114986,5/4/2016,897,180,0,0,0,1.960000038,0,0,17
4445114986,4/21/2016,756,215,0,0,0,2.539999962,0,0,16
4445114986,4/20/2016,841,137,0,0,0,1.389999986,0,0,16
4445114986,5/1/2016,741,240,0,0,0,3.50999999,0,0,16
4445114986,4/12/2016,787,196,0,0,0,2.200000048,0,0,16
4445114986,5/3/2016,725,233,2,30,0,2.579999924,0.1099999994,2.480000019,16
4445114986,4/28/2016,762,236,0,0,0,3.00999999,0,0,16
4445114986,5/7/2016,866,108,4,26,0,1.25,0.1899999976,2.130000114,16
4445114986,5/10/2016,783,231,0,0,0,2.630000114,0,0,16
4445114986,4/19/2016,895,121,0,0,0,1.389999986,0,0,16
4445114986,5/9/2016,641,266,0,0,0,3.539999962,0,0,15
4445114986,5/11/2016,622,232,22,34,0,2.859999895,1,2.25,15
4445114986,5/5/2016,734,185,6,2,0,2.180000067,0.2399999946,0.1199999973,15
4445114986,4/16/2016,716,225,0,0,0,2.650000095,0,0,15
4445114986,4/14/2016,717,231,0,0,0,2.670000076,0,0,15
4445114986,5/2/2016,667,200,4,27,0,2.349999905,0.1899999976,2.210000038,14
4445114986,5/12/2016,380,58,0,0,0,0.5199999809,0,0,7
4558609924,5/12/2016,736,247,0,0,0,4.170000076,0,0,16
4702921684,4/15/2016,944,256,8,1,0,4.789999962,0.4199999869,0.0700000003,20
4702921684,4/21/2016,901,144,41,4,0,2.940000057,2.049999952,0.3100000024,18
4702921684,4/18/2016,890,191,30,22,0,4.070000172,1.49000001,1.820000052,18
4702921684,4/25/2016,730,270,15,6,0,6.110000134,0.8199999928,0.4900000095,17
4702921684,5/4/2016,757,251,15,4,0,5.539999962,0.7300000191,0.3400000036,17
4702921684,4/30/2016,728,263,36,4,0,5.880000114,2.029999971,0.3199999928,17
4702921684,4/13/2016,777,258,0,0,0,5.579999924,0,0,17
4702921684,5/3/2016,729,313,0,0,0,7.670000076,0,0,17
4702921684,4/14/2016,772,271,0,0,0,6.369999886,0,0,17
4702921684,5/7/2016,577,439,46,5,0,8.970000267,2.309999943,0.3700000048,17
4702921684,5/11/2016,784,235,41,10,0,4.980000019,2.160000086,0.7799999714,17
4702921684,4/12/2016,718,263,0,0,0,5.849999905,0,0,16
4702921684,4/27/2016,733,238,16,1,0,4.78000021,0.8000000119,0.09000000358,16
4702921684,4/29/2016,692,267,19,12,0,6.070000172,0.9200000167,1.059999943,16
4702921684,4/26/2016,765,216,8,1,0,4.539999962,0.349999994,0.0700000003,16
4702921684,4/28/2016,738,232,9,14,0,5.769999981,0.4199999869,1.129999995,16
4702921684,5/5/2016,745,241,5,8,0,6.090000153,0.2199999988,0.6700000167,16
4702921684,5/10/2016,701,262,37,1,0,6.650000095,1.879999995,0.07999999821,16
4702921684,4/20/2016,717,260,29,2,0,5.730000019,1.230000019,0.1599999964,16
4702921684,5/9/2016,746,253,12,0,0,6.099999905,0.5699999928,0,16
4702921684,5/6/2016,682,207,16,1,0,4.869999886,0.6600000262,0.07999999821,15
4702921684,4/16/2016,556,335,24,3,0,7.539999962,1.25,0.2399999946,15
4702921684,4/24/2016,542,281,95,15,0,5.880000114,5.119999886,1.200000048,15
4702921684,4/23/2016,469,408,66,9,0,8.270000458,3.24000001,0.7599999905,15
4702921684,4/19/2016,757,179,8,10,0,4.190000057,0.3700000048,0.8799999952,15
4702921684,4/17/2016,437,302,66,12,0,5.880000114,3.460000038,0.9599999785,13
4702921684,5/12/2016,241,68,0,0,0,2.230000019,0,0,5
5553957443,4/22/2016,781,270,16,25,0,5.599999905,0.6299999952,1.379999995,18
5553957443,4/19/2016,756,249,28,69,0,4.179999828,1.659999967,4.28000021,18
5553957443,5/3/2016,812,247,29,26,0,5.679999828,1.200000048,1.5,18
5553957443,5/6/2016,761,229,9,21,0,4.230000019,0.5400000215,1.519999981,17
5553957443,4/15/2016,689,239,38,58,0,4.710000038,1.980000019,4.159999847,17
5553957443,4/29/2016,709,270,15,46,0,4.909999847,0.6399999857,2.789999962,17
5553957443,4/26/2016,750,238,18,40,0,4.460000038,0.9300000072,2.369999886,17
5553957443,4/14/2016,693,256,41,61,0,4.670000076,2.450000048,4,17
5553957443,4/21/2016,801,177,42,47,0,2.960000038,2.160000086,2.950000048,17
5553957443,5/10/2016,707,265,40,61,0,5.199999809,1.610000014,3.869999886,17
5553957443,4/12/2016,767,277,13,19,0,5.409999847,0.7900000215,1.370000005,17
5553957443,5/2/2016,724,227,9,23,0,4.900000095,0.4099999964,1.059999943,16
5553957443,4/27/2016,745,206,16,16,0,4.739999771,1,1.139999986,16
5553957443,4/17/2016,943,46,0,0,0,0.4300000072,0,0,16
5553957443,4/25/2016,732,201,11,51,0,3.690000057,0.5699999928,2.930000067,16
5553957443,5/7/2016,902,96,0,0,0,1.220000029,0,0,16
5553957443,5/9/2016,667,251,22,59,0,4.559999943,0.8899999857,2.130000114,16
5553957443,5/5/2016,692,241,29,44,0,4.429999828,1.659999967,3.430000067,16
5553957443,4/28/2016,727,165,13,49,0,3.170000076,0.75,3.710000038,15
5553957443,4/13/2016,647,226,0,0,0,3.160000086,0,0,14
5553957443,5/4/2016,651,224,0,0,0,2.769999981,0,0,14
5553957443,4/16/2016,521,288,0,0,0,3.769999981,0,0,13
5553957443,5/11/2016,628,195,0,0,0,3.220000029,0,0,13
5553957443,4/18/2016,622,206,0,0,0,2.430000067,0,0,13
5553957443,5/8/2016,505,210,8,3,0,3.299999952,0.4699999988,0.2199999988,12
5553957443,4/20/2016,598,148,0,0,0,1.769999981,0,0,12
5553957443,5/1/2016,436,237,0,0,0,3.369999886,0,0,11
5553957443,4/24/2016,582,104,0,0,0,1.179999948,0,0,11
5553957443,4/23/2016,443,272,0,0,0,2.680000067,0,0,11
5553957443,4/30/2016,506,84,0,0,0,0.7799999714,0,0,9
5553957443,5/12/2016,222,48,6,8,0,1.059999943,0.400000006,0.5799999833,4
5577150313,4/22/2016,823,200,30,62,0,3.299999952,0.7900000215,2.420000076,18
5577150313,5/2/2016,732,235,20,37,0,4.070000172,0.349999994,1.120000005,17
5577150313,4/21/2016,670,175,74,110,0,2.779999971,1.659999967,3.650000095,17
5577150313,4/30/2016,621,163,45,207,0,2.609999895,0.7900000215,5.829999924,17
5577150313,4/29/2016,739,165,36,97,0,2.470000029,0.6100000143,2.839999914,17
5577150313,4/27/2016,773,190,16,63,0,2.930000067,0.400000006,1.809999943,17
5577150313,4/25/2016,743,214,38,61,0,2.75999999,0.6700000167,1.350000024,17
5577150313,4/15/2016,695,199,54,115,0,3.559999943,1.600000024,3.920000076,17
5577150313,4/12/2016,728,140,16,86,0,2.099999905,0.3799999952,3.599999905,16
5577150313,5/10/2016,639,194,37,104,0,3.349999905,0.75,2.559999943,16
5577150313,4/19/2016,733,111,23,108,0,1.75999999,0.6399999857,7.019999981,16
5577150313,4/28/2016,692,141,51,99,0,3.00999999,1.169999957,3.25,16
5577150313,4/14/2016,662,176,30,118,0,2.779999971,0.3100000024,3.329999924,16
5577150313,4/20/2016,773,113,16,87,0,1.75999999,0.3400000036,4.119999886,16
5577150313,4/26/2016,759,181,32,38,0,2.470000029,0.6499999762,0.8500000238,16
5577150313,4/17/2016,525,159,37,200,0,2.319999933,0.8299999833,5.980000019,15
5577150313,5/1/2016,499,178,72,194,0,3.24000001,1.440000057,5.309999943,15
5577150313,4/13/2016,776,144,11,15,0,3.25,0.2199999988,0.3199999928,15
5577150313,4/24/2016,425,141,65,210,0,1.980000019,2.150000095,7.650000095,14
5577150313,4/16/2016,472,158,56,184,0,2.730000019,1.279999971,6.639999866,14
5577150313,5/3/2016,580,212,8,97,0,3.569999933,0.150000006,4.519999981,14
5577150313,4/23/2016,627,223,24,24,0,4.139999866,0.3600000143,1.210000038,14
5577150313,4/18/2016,623,130,32,114,0,1.820000052,0.7200000286,4.860000134,14
5577150313,5/4/2016,631,141,9,25,0,2.079999924,0.25,1.559999943,13
5577150313,5/11/2016,257,63,15,45,0,0.8899999857,0.3000000119,1.830000043,6
6117666160,4/16/2016,502,518,15,7,0,9.479999542,0.8500000238,0.5799999833,17
6117666160,4/24/2016,711,362,0,0,0,5.760000229,0,0,17
6117666160,5/5/2016,479,487,0,0,0,7.400000095,0,0,16
6117666160,4/20/2016,587,349,10,26,0,5.519999981,0.4799999893,2.029999971,16
6117666160,4/23/2016,468,512,0,0,0,8.680000305,0,0,16
6117666160,4/18/2016,759,241,0,0,0,3.890000105,0,0,16
6117666160,4/17/2016,702,312,0,0,0,5.400000095,0,0,16
6117666160,4/21/2016,579,294,19,11,0,5.619999886,0.400000006,0.9800000191,15
6117666160,4/19/2016,425,480,0,0,0,8.409999847,0,0,15
6117666160,5/1/2016,525,397,0,0,0,6.730000019,0,0,15
6117666160,4/29/2016,479,461,0,0,0,7.239999771,0,0,15
6117666160,5/7/2016,456,412,0,0,0,5.539999962,0,0,14
6117666160,4/27/2016,417,458,0,0,0,7.110000134,0,0,14
6117666160,4/28/2016,758,141,0,0,0,2.599999905,0,0,14
6117666160,5/6/2016,673,133,0,0,0,2.680000067,0,0,13
6117666160,4/22/2016,413,402,0,0,0,6.199999809,0,0,13
6117666160,5/8/2016,517,318,0,0,0,5.53000021,0,0,13
6117666160,5/9/2016,125,197,0,0,0,3.380000114,0,0,5
6290855005,5/9/2016,800,264,0,0,0.01999999955,4.730000019,0,0,17
6775888955,4/13/2016,1053,85,18,17,0,1.220000029,0.5799999833,1.110000014,19
6775888955,4/15/2016,976,58,0,0,0,0.9200000167,0,0,17
6775888955,4/14/2016,863,105,24,14,0,1.970000029,0.8600000143,0.8700000048,16
6775888955,5/7/2016,551,49,5,2,0,1.049999952,0.2399999946,0.1299999952,10
6962181067,4/27/2016,697,279,38,7,0,4.25,2.019999981,0.5500000119,17
6962181067,5/2/2016,655,313,39,18,0,5.340000153,2,1.200000048,17
6962181067,4/29/2016,645,369,15,12,0,5.809999943,0.4799999893,0.8199999928,17
6962181067,4/12/2016,796,189,14,50,0,2.50999999,0.8299999833,3.400000095,17
6962181067,4/15/2016,837,217,0,0,0,3.680000067,0,0,17
6962181067,5/7/2016,745,328,0,0,0,4.5,0,0,17
6962181067,4/16/2016,741,280,3,50,0,4.880000114,0.1899999976,3.660000086,17
6962181067,4/22/2016,659,240,33,30,0,3.769999981,1.549999952,1.769999981,16
6962181067,4/26/2016,680,254,7,36,0,3.900000095,0.4199999869,2.579999924,16
6962181067,5/3/2016,654,267,36,21,0,4.329999924,2.039999962,1.74000001,16
6962181067,4/18/2016,689,238,42,13,0,4.320000172,2.390000105,0.8299999833,16
6962181067,4/25/2016,637,282,31,35,0.1000000015,4.460000038,1.679999948,3.019999981,16
6962181067,4/20/2016,639,297,4,48,0,5.090000153,0.1899999976,4.28000021,16
6962181067,5/10/2016,626,275,34,62,0,4.989999771,1.75,3.470000029,16
6962181067,4/21/2016,708,214,27,53,0.1099999994,3.50999999,2.099999905,3.99000001,16
6962181067,5/6/2016,717,299,0,0,0,3.910000086,0,0,16
6962181067,4/30/2016,731,237,16,32,0,3.670000076,0.7599999905,2.24000001,16
6962181067,5/4/2016,683,284,36,15,0,4.550000191,1.679999948,0.4699999988,16
6962181067,5/9/2016,607,231,21,43,0,3.650000095,1.179999948,3.900000095,15
6962181067,4/24/2016,720,199,0,0,0,3.319999933,0,0,15
6962181067,4/23/2016,484,347,41,58,0,7.039999962,2,4.199999809,15
6962181067,4/19/2016,659,195,41,35,0,2.869999886,2.130000114,2.099999905,15
6962181067,5/5/2016,591,305,22,14,0,4.809999943,1.159999967,0.9900000095,15
6962181067,5/1/2016,722,215,0,0,0,3.609999895,0,0,15
6962181067,5/11/2016,709,199,7,24,0,2.650000095,0.3100000024,1.49000001,15
6962181067,4/17/2016,634,295,13,5,0,5.690000057,0.6800000072,0.3300000131,15
6962181067,4/14/2016,862,86,0,0,0,1.029999971,0,0,15
6962181067,4/28/2016,621,288,8,38,0,5.590000153,0.2399999946,2.50999999,15
6962181067,5/8/2016,709,151,14,0,0,2.25,0.5199999809,0,14
6962181067,4/13/2016,548,142,24,8,0,1.960000038,1.210000038,0.5699999928,12
6962181067,5/12/2016,127,105,8,0,0,2.109999895,0.25,0,4
7086361926,5/6/2016,834,154,35,84,0,3.119999886,1.429999948,3.819999933,18
7086361926,5/9/2016,743,171,50,67,0,3.119999886,1.710000038,4.260000229,17
7086361926,4/22/2016,762,153,59,58,0,2.670000076,0.9700000286,2.869999886,17
7086361926,4/27/2016,829,145,6,55,0,2.529999971,0.1800000072,5.630000114,17
7086361926,5/4/2016,843,135,12,45,0,2.900000095,0.1199999973,5.28000021,17
7086361926,4/20/2016,797,145,13,87,0,2.539999962,0.4499999881,7.639999866,17
7086361926,4/14/2016,787,189,32,35,0,3.660000086,0.3300000131,2.029999971,17
7086361926,4/15/2016,864,139,21,30,0,2.529999971,1.110000014,2.039999962,17
7086361926,4/28/2016,810,161,48,54,0,3.359999895,1.639999986,2.789999962,17
7086361926,4/26/2016,726,132,33,70,0,2.119999886,0.7699999809,4.159999847,16
7086361926,4/12/2016,745,153,6,59,0,2.970000029,0.150000006,5.269999981,16
7086361926,5/2/2016,737,139,26,66,0,2.660000086,0.6600000262,3.480000019,16
7086361926,5/11/2016,757,128,40,57,0,2.230000019,1.389999986,2.890000105,16
7086361926,5/1/2016,685,258,15,30,0,4.849999905,0.8999999762,2.299999952,16
7086361926,4/21/2016,758,206,6,19,0,4.510000229,0.3000000119,1.360000014,16
